Knot,Grid ID,tb,r,Parents
10n31,S192,-16,1,"G190, G189, G195, G196, G194, G191, G197, G192, G193"
10n31,S193,-16,3,G196
10n31,S194,-16,3,G197
10n31,S195,-16,3,G195
m10n31,S1430,4,-1,G1192
m10n31,S1431,4,-1,G1193
m10n31,S1432,4,1,G1193
m10n31,S1433,4,1,G1192
10n32,S198,-4,-3,"G198, G199"
10n32,S196,-4,-1,G199
10n32,S197,-4,-1,"G200, G198, G201"
10n32,S200,-4,1,G203
10n32,S201,-4,1,"G202, G200, G201"
10n32,S203,-4,3,"G203, G202"
m10n32,S1435,-8,-3,G1194
m10n32,S1434,-8,-1,"G1196, G1195, G1194"
m10n32,S1436,-8,1,"G1196, G1197, G1195"
m10n32,S1437,-8,3,G1197
10n33,S204,-3,-2,"G209, G212, G210"
10n33,S205,-3,-2,"G213, G207, G208"
10n33,S207,-3,-2,"G206, G204, G211, G205"
10n33,S209,-3,0,"G206, G214, G208, G219, G215, G209, G207, G211, G221, G212, G205, G217, G218, G204, G222, G220"
10n33,S210,-3,0,"G213, G210, G216, G223"
10n33,S212,-3,2,"G223, G218, G222"
10n33,S213,-3,2,"G215, G216, G220"
10n33,S215,-3,2,"G214, G219, G221, G217"
m10n33,S1438,-9,-2,G1199
m10n33,S1439,-9,-2,G1198
m10n33,S1440,-9,0,"G1201, G1199"
m10n33,S1441,-9,0,"G1200, G1198"
m10n33,S1442,-9,2,G1201
m10n33,S1443,-9,2,G1200
10n34,S216,2,-1,G224
10n34,S217,2,1,G224
m10n34,S1446,-14,-5,G1206
m10n34,S1445,-14,-3,"G1202, G1205, G1203, G1206, G1204"
m10n34,S1444,-14,-1,"G1212, G1207, G1210, G1202, G1205, G1214, G1203, G1209, G1213, G1204, G1208, G1211"
m10n34,S1447,-14,1,"G1212, G1207, G1210, G1216, G1214, G1217, G1218, G1209, G1208, G1213, G1215, G1211"
m10n34,S1448,-14,3,"G1216, G1219, G1217, G1218, G1215"
m10n34,S1449,-14,5,G1219
10n35,S218,-6,-1,"G226, G225"
10n35,S219,-6,1,"G226, G225"
m10n35,S1451,-6,-3,"G1225, G1220, G1226, G1221"
m10n35,S1452,-6,-3,"G1227, G1222, G1224, G1223"
m10n35,S1450,-6,-1,"G1236, G1223, G1239, G1228, G1238, G1232, G1227, G1234, G1235, G1231, G1224, G1221, G1233, G1229, G1222, G1225, G1230, G1220, G1226, G1237"
m10n35,S1453,-6,1,"G1236, G1244, G1246, G1245, G1239, G1228, G1241, G1238, G1232, G1234, G1235, G1243, G1231, G1247, G1233, G1240, G1229, G1242, G1230, G1237"
m10n35,S1454,-6,3,"G1242, G1244, G1240, G1245"
m10n35,S1455,-6,3,"G1247, G1241, G1246, G1243"
10n36,S223,-11,-4,G236
10n36,S220,-11,-2,"G235, G231, G234"
10n36,S221,-11,-2,"G230, G236, G228, G227, G233, G232"
10n36,S222,-11,-2,G229
10n36,S224,-11,0,"G230, G240, G237, G245, G244, G228, G227, G241, G233, G232"
10n36,S225,-11,0,"G242, G243, G231, G235, G239, G234"
10n36,S226,-11,0,"G229, G238"
10n36,S227,-11,2,G238
10n36,S228,-11,2,"G240, G237, G245, G244, G241, G246"
10n36,S229,-11,2,"G239, G243, G242"
10n36,S230,-11,4,G246
m10n36,S1456,-1,-2,G1250
m10n36,S1457,-1,-2,G1249
m10n36,S1458,-1,-2,G1248
m10n36,S1459,-1,0,"G1253, G1249"
m10n36,S1460,-1,0,"G1250, G1251"
m10n36,S1461,-1,0,"G1252, G1248"
m10n36,S1462,-1,2,G1252
m10n36,S1463,-1,2,G1251
m10n36,S1464,-1,2,G1253
10n39,S231,-2,-1,"G248, G247"
10n39,S232,-2,1,"G248, G247"
m10n39,S1466,-10,-3,"G1257, G1254"
m10n39,S1467,-10,-3,"G1256, G1255"
m10n39,S1465,-10,-1,"G1257, G1260, G1254, G1258, G1255, G1262, G1263, G1256, G1261, G1259"
m10n39,S1468,-10,1,"G1260, G1266, G1264, G1267, G1265, G1258, G1262, G1263, G1261, G1259"
m10n39,S1469,-10,3,"G1267, G1265"
m10n39,S1470,-10,3,"G1264, G1266"
10n40,S241,-9,-2,"G255, G254"
10n40,S242,-9,-2,G253
10n40,S243,-9,0,"G256, G253"
10n40,S244,-9,0,"G258, G255, G254, G257"
10n40,S245,-9,2,"G258, G257"
10n40,S246,-9,2,G256
m10n40,S1475,-3,-2,"G1277, G1275, G1272"
m10n40,S1476,-3,-2,"G1281, G1279, G1280"
m10n40,S1477,-3,-2,"G1274, G1273"
m10n40,S1478,-3,-2,"G1278, G1276"
m10n40,S1479,-3,0,"G1289, G1273, G1286, G1275, G1283, G1274, G1277, G1272, G1285, G1291"
m10n40,S1480,-3,0,"G1278, G1280, G1290, G1284, G1281, G1282, G1287, G1279, G1276, G1288"
m10n40,S1481,-3,2,"G1287, G1288"
m10n40,S1482,-3,2,"G1286, G1291"
m10n40,S1483,-3,2,"G1290, G1284, G1282"
m10n40,S1484,-3,2,"G1289, G1283, G1285"
10n41,S247,-5,-2,"G260, G261, G259"
10n41,S248,-5,0,"G263, G261, G259, G262, G264, G260"
10n41,S249,-5,2,"G262, G264, G263"
m10n41,S1485,-7,-2,G1293
m10n41,S1486,-7,-2,"G1292, G1297"
m10n41,S1487,-7,-2,G1296
m10n41,S1488,-7,-2,"G1298, G1294, G1295"
m10n41,S1490,-7,0,"G1294, G1303"
m10n41,S1491,-7,0,"G1292, G1298, G1305, G1300, G1297, G1304, G1301, G1295"
m10n41,S1492,-7,0,"G1299, G1302, G1296, G1293"
m10n41,S1493,-7,2,"G1300, G1301"
m10n41,S1494,-7,2,"G1304, G1305"
m10n41,S1495,-7,2,G1299
m10n41,S1496,-7,2,G1302
m10n41,S1497,-7,2,G1303
10n42,S250,0,-1,"G271, G273, G277, G268"
10n42,S251,0,-1,G270
10n42,S252,0,-1,"G275, G266, G274, G272"
10n42,S253,0,-1,G276
10n42,S254,0,-1,G265
10n42,S255,0,-1,"G269, G278, G267"
10n42,S256,0,1,"G269, G278, G265"
10n42,S257,0,1,"G275, G271, G273, G272"
10n42,S258,0,1,G267
10n42,S259,0,1,G270
10n42,S260,0,1,G276
10n42,S261,0,1,"G277, G268, G266, G274"
m10n42,S1500,-12,-3,G1306
m10n42,S1498,-12,-1,"G1307, G1308"
m10n42,S1499,-12,-1,"G1309, G1310, G1306"
m10n42,S1501,-12,1,"G1307, G1308"
m10n42,S1502,-12,1,"G1309, G1310, G1311"
m10n42,S1503,-12,3,G1311
11n12,S322,-9,-2,"G365, G366"
11n12,S323,-9,-2,"G364, G360"
11n12,S324,-9,-2,"G363, G362"
11n12,S325,-9,-2,"G361, G359"
11n12,S326,-9,0,"G371, G363, G364, G372, G366, G362, G361, G360, G370, G365, G368, G374, G367, G373, G359, G369"
11n12,S327,-9,2,"G371, G367"
11n12,S328,-9,2,"G372, G369"
11n12,S329,-9,2,"G374, G370"
11n12,S330,-9,2,"G373, G368"
m11n12,S1554,-3,-2,G1358
m11n12,S1555,-3,-2,G1357
m11n12,S1556,-3,0,"G1360, G1357"
m11n12,S1557,-3,0,"G1358, G1359"
m11n12,S1558,-3,2,G1359
m11n12,S1559,-3,2,G1360
11n20,S400,-4,-1,"G422, G428, G424, G432, G429, G430, G425, G423, G420"
11n20,S401,-4,-1,"G426, G421, G427, G433, G418, G416, G417, G419, G431"
11n20,S402,-4,1,"G422, G428, G421, G429, G430, G425, G417, G423, G420"
11n20,S403,-4,1,"G426, G424, G427, G432, G433, G418, G416, G419, G431"
m11n20,S1643,-8,-1,"G1412, G1413"
m11n20,S1644,-8,1,"G1412, G1413"
11n23,S404,-11,-2,G2362
11n23,S405,-11,-2,G1956
11n23,S406,-11,0,"G1957, G1956"
11n23,S407,-11,0,"G2362, G2363"
11n23,S408,-11,2,G2363
11n23,S409,-11,2,G1957
m11n23,S1645,-1,-2,"G2168, G2167"
m11n23,S1646,-1,-2,"G2571, G2572"
m11n23,S1647,-1,-2,"G2166, G2165"
m11n23,S1648,-1,-2,"G2574, G2573"
m11n23,S1649,-1,0,"G2165, G2171, G2172, G2170, G2169, G2167, G2168, G2166"
m11n23,S1650,-1,0,"G2577, G2574, G2571, G2576, G2578, G2573, G2572, G2575"
m11n23,S1651,-1,2,"G2576, G2578"
m11n23,S1652,-1,2,"G2170, G2169"
m11n23,S1653,-1,2,"G2171, G2172"
m11n23,S1654,-1,2,"G2577, G2575"
11n24,S410,-7,-2,"G1960, G1958"
11n24,S411,-7,-2,G2365
11n24,S412,-7,-2,G1959
11n24,S413,-7,-2,"G2364, G2366"
11n24,S414,-7,0,"G1959, G1962, G1960, G1963, G1958, G1961"
11n24,S415,-7,0,"G2368, G2364, G2367, G2365, G2366, G2369"
11n24,S416,-7,2,"G2369, G2367"
11n24,S417,-7,2,G1961
11n24,S418,-7,2,"G1962, G1963"
11n24,S419,-7,2,G2368
m11n24,S1655,-5,-2,"G1415, G1417"
m11n24,S1656,-5,-2,G1418
m11n24,S1657,-5,-2,"G1419, G1414"
m11n24,S1658,-5,-2,"G1416, G1420"
m11n24,S1659,-5,-2,G1421
m11n24,S1660,-5,0,"G1416, G1425, G1417, G1420, G1423, G1422, G1415, G1424"
m11n24,S1661,-5,0,"G1426, G1414, G1418, G1428, G1429, G1419"
m11n24,S1662,-5,0,"G1427, G1421"
m11n24,S1663,-5,2,"G1426, G1428"
m11n24,S1664,-5,2,"G1422, G1424"
m11n24,S1665,-5,2,"G1423, G1425"
m11n24,S1666,-5,2,G1429
m11n24,S1667,-5,2,G1427
11n27,S422,-14,-3,G2370
11n27,S423,-14,-3,G1964
11n27,S420,-14,-1,"G1966, G1965, G1964"
11n27,S421,-14,-1,"G2371, G2370, G2372"
11n27,S424,-14,1,"G1966, G1967, G1965"
11n27,S425,-14,1,"G2371, G2373, G2372"
11n27,S426,-14,3,G2373
11n27,S427,-14,3,G1967
m11n27,S1668,2,-1,"G2579, G2580"
m11n27,S1669,2,-1,"G2174, G2173"
m11n27,S1670,2,1,"G2174, G2173"
m11n27,S1671,2,1,"G2579, G2580"
11n37,S428,-4,-1,"G1968, G1969"
11n37,S429,-4,-1,"G2374, G2375"
11n37,S430,-4,1,"G2374, G2375"
11n37,S431,-4,1,"G1968, G1969"
m11n37,S1674,-8,-3,"G2178, G2175"
m11n37,S1675,-8,-3,"G2584, G2581"
m11n37,S1676,-8,-3,"G2582, G2583"
m11n37,S1677,-8,-3,"G2176, G2177"
m11n37,S1672,-8,-1,"G2586, G2584, G2583, G2588, G2585, G2581, G2587, G2582"
m11n37,S1673,-8,-1,"G2176, G2177, G2179, G2178, G2182, G2180, G2181, G2175"
m11n37,S1678,-8,1,"G2586, G2589, G2590, G2588, G2585, G2587, G2591, G2592"
m11n37,S1679,-8,1,"G2179, G2185, G2184, G2182, G2180, G2183, G2181, G2186"
m11n37,S1680,-8,3,"G2589, G2591"
m11n37,S1681,-8,3,"G2183, G2185"
m11n37,S1682,-8,3,"G2186, G2184"
m11n37,S1683,-8,3,"G2590, G2592"
11n48,S432,-4,-1,"G435, G434"
11n48,S433,-4,1,"G435, G434"
m11n48,S1685,-8,-3,"G1432, G1430"
m11n48,S1686,-8,-3,"G1434, G1435"
m11n48,S1687,-8,-3,"G1431, G1433"
m11n48,S1684,-8,-1,"G1436, G1439, G1434, G1437, G1432, G1430, G1435, G1431, G1438, G1433"
m11n48,S1688,-8,1,"G1436, G1439, G1440, G1437, G1441, G1444, G1445, G1438, G1443, G1442"
m11n48,S1689,-8,3,"G1444, G1442"
m11n48,S1690,-8,3,"G1440, G1443"
m11n48,S1691,-8,3,"G1445, G1441"
11n49,S434,-6,-1,"G436, G437"
11n49,S435,-6,1,"G436, G437"
m11n49,S1693,-6,-1,"G1447, G1446"
m11n49,S1694,-6,1,"G1447, G1446"
11n50,S436,-3,-2,G439
11n50,S437,-3,-2,G438
11n50,S438,-3,0,"G438, G441"
11n50,S439,-3,0,"G439, G440"
11n50,S440,-3,2,G441
11n50,S441,-3,2,G440
m11n50,S1696,-9,-2,G2593
m11n50,S1697,-9,-2,G2189
m11n50,S1698,-9,-2,G2595
m11n50,S1699,-9,-2,G2187
m11n50,S1700,-9,-2,G2188
m11n50,S1701,-9,-2,G2594
m11n50,S1703,-9,0,"G2187, G2192, G2189, G2188, G2190, G2191"
m11n50,S1705,-9,0,"G2596, G2594, G2598, G2597, G2595, G2593"
m11n50,S1706,-9,2,G2192
m11n50,S1707,-9,2,G2190
m11n50,S1708,-9,2,G2596
m11n50,S1709,-9,2,G2597
m11n50,S1710,-9,2,G2598
m11n50,S1711,-9,2,G2191
11n57,S443,-14,-3,G443
11n57,S444,-14,-3,G442
11n57,S442,-14,-1,"G445, G442, G444, G443"
11n57,S445,-14,1,"G445, G446, G444, G447"
11n57,S447,-14,3,G447
11n57,S448,-14,3,G446
m11n57,S1712,2,-1,"G1449, G1448"
m11n57,S1713,2,1,"G1449, G1448"
11n61,S449,-11,-2,G449
11n61,S450,-11,-2,G450
11n61,S451,-11,-2,G448
11n61,S452,-11,0,"G448, G450, G452, G451"
11n61,S453,-11,0,"G453, G449"
11n61,S454,-11,2,G452
11n61,S455,-11,2,G453
11n61,S456,-11,2,G451
m11n61,S1714,-1,-2,"G1452, G1453"
m11n61,S1715,-1,-2,"G1451, G1450"
m11n61,S1716,-1,0,"G1456, G1453, G1452, G1450, G1451, G1457, G1455, G1454"
m11n61,S1717,-1,2,"G1456, G1454"
m11n61,S1718,-1,2,"G1455, G1457"
11n65,S457,-3,-2,"G455, G454"
11n65,S458,-3,0,"G455, G456, G454, G457"
11n65,S459,-3,2,"G456, G457"
m11n65,S1719,-9,-2,G1459
m11n65,S1720,-9,-2,"G1460, G1458"
m11n65,S1721,-9,0,"G1462, G1459, G1461, G1460, G1458, G1463"
m11n65,S1722,-9,2,G1463
m11n65,S1723,-9,2,"G1462, G1461"
11n70,S461,-10,-3,G459
11n70,S462,-10,-3,"G460, G458"
11n70,S460,-10,-1,"G462, G459, G460, G458, G461, G464, G463"
11n70,S463,-10,1,"G467, G465, G462, G461, G464, G466, G463"
11n70,S464,-10,3,G465
11n70,S465,-10,3,"G467, G466"
m11n70,S1724,-2,-1,"G1465, G1464"
m11n70,S1725,-2,1,"G1465, G1464"
11n79,S466,-8,-1,"G468, G469"
11n79,S467,-8,1,"G468, G469"
m11n79,S1726,-4,-1,"G1466, G1467, G1468, G1469"
m11n79,S1727,-4,1,"G1466, G1467, G1468, G1469"
11n81,S468,-14,-1,G470
11n81,S469,-14,1,G470
m11n81,S1728,2,-1,G1470
m11n81,S1729,2,1,G1470
11n82,S470,-7,-2,"G471, G472"
11n82,S471,-7,0,"G473, G474, G471, G472"
11n82,S472,-7,2,"G473, G474"
m11n82,S1730,-5,-2,"G1473, G1474"
m11n82,S1731,-5,-2,G1476
m11n82,S1732,-5,-2,G1472
m11n82,S1733,-5,-2,"G1471, G1475"
m11n82,S1735,-5,0,"G1476, G1480"
m11n82,S1736,-5,0,"G1473, G1477, G1479, G1474, G1478, G1482, G1471, G1475, G1472, G1481"
m11n82,S1737,-5,2,G1479
m11n82,S1738,-5,2,"G1477, G1481"
m11n82,S1739,-5,2,"G1478, G1482"
m11n82,S1740,-5,2,G1480
11n84,S473,0,-1,G476
11n84,S474,0,-1,G475
11n84,S475,0,1,G476
11n84,S476,0,1,G475
m11n84,S1742,-12,-3,"G1483, G1485"
m11n84,S1743,-12,-3,"G1487, G1486"
m11n84,S1744,-12,-3,G1488
m11n84,S1745,-12,-3,"G1484, G1489"
m11n84,S1741,-12,-1,"G1492, G1488, G1489, G1499, G1484, G1486, G1503, G1483, G1485, G1491, G1498, G1493, G1501, G1496, G1494, G1497, G1490, G1500, G1495, G1502, G1504, G1487, G1505"
m11n84,S1746,-12,1,"G1506, G1492, G1508, G1512, G1499, G1503, G1491, G1498, G1493, G1501, G1496, G1494, G1497, G1490, G1511, G1500, G1495, G1502, G1509, G1504, G1510, G1505, G1507"
m11n84,S1747,-12,3,"G1508, G1512"
m11n84,S1748,-12,3,"G1507, G1509"
m11n84,S1749,-12,3,G1510
m11n84,S1750,-12,3,"G1506, G1511"
11n86,S478,-8,-3,"G477, G482"
11n86,S479,-8,-3,"G480, G481"
11n86,S480,-8,-3,"G479, G478"
11n86,S477,-8,-1,"G494, G489, G488, G479, G478, G499, G484, G496, G490, G492, G477, G487, G480, G485, G495, G491, G493, G481, G498, G483, G486, G500, G497, G482"
11n86,S481,-8,1,"G494, G501, G489, G488, G499, G484, G506, G505, G496, G492, G490, G503, G487, G504, G485, G495, G491, G493, G502, G498, G483, G486, G500, G497"
11n86,S482,-8,3,"G502, G506"
11n86,S483,-8,3,"G503, G504"
11n86,S484,-8,3,"G505, G501"
m11n86,S1751,-4,-1,G1514
m11n86,S1752,-4,-1,G1513
m11n86,S1753,-4,1,G1514
m11n86,S1754,-4,1,G1513
11n88,S486,-14,-3,G507
11n88,S485,-14,-1,"G507, G509, G508"
11n88,S487,-14,1,"G509, G508, G510"
11n88,S488,-14,3,G510
m11n88,S1755,2,-1,"G1515, G1516"
m11n88,S1756,2,1,"G1515, G1516"
11n92,S489,-5,-2,"G513, G514"
11n92,S490,-5,-2,"G512, G511"
11n92,S491,-5,0,"G515, G512, G518, G516, G517, G513, G511, G514"
11n92,S492,-5,2,"G517, G518"
11n92,S493,-5,2,"G515, G516"
m11n92,S1757,-7,-2,"G1518, G1517"
m11n92,S1759,-7,0,"G1518, G1520"
m11n92,S1760,-7,0,"G1519, G1517"
m11n92,S1762,-7,2,"G1519, G1520"
11n96,S494,-7,-2,G519
11n96,S495,-7,0,"G519, G520"
11n96,S496,-7,2,G520
m11n96,S1764,-5,-2,"G1521, G1524"
m11n96,S1765,-5,-2,"G1523, G1522"
m11n96,S1766,-5,0,"G1523, G1527, G1526, G1524, G1528, G1525, G1521, G1522"
m11n96,S1767,-5,2,"G1528, G1525"
m11n96,S1768,-5,2,"G1527, G1526"
11n99,S497,0,-1,"G521, G522"
11n99,S498,0,1,"G521, G522"
m11n99,S1770,-12,-3,G1530
m11n99,S1771,-12,-3,"G1531, G1529"
m11n99,S1769,-12,-1,"G1533, G1529, G1535, G1531, G1534, G1530, G1532"
m11n99,S1772,-12,1,"G1533, G1536, G1535, G1538, G1534, G1537, G1532"
m11n99,S1773,-12,3,"G1537, G1536"
m11n99,S1774,-12,3,G1538
11n102,S286,-2,-1,G333
11n102,S287,-2,1,G333
m11n102,S1522,-10,-1,G1330
m11n102,S1523,-10,1,G1330
11n104,S288,-14,-1,G334
11n104,S289,-14,1,G334
m11n104,S1524,2,-1,G1331
m11n104,S1525,2,1,G1331
11n106,S290,-5,-2,"G340, G338"
11n106,S291,-5,-2,"G337, G336"
11n106,S292,-5,-2,"G339, G335"
11n106,S293,-5,0,"G341, G344, G346, G343, G342, G336, G337, G335, G338, G340, G339, G345"
11n106,S294,-5,2,"G341, G344"
11n106,S295,-5,2,"G342, G345"
11n106,S296,-5,2,"G343, G346"
m11n106,S1526,-7,-2,G1332
m11n106,S1527,-7,-2,G1334
m11n106,S1528,-7,-2,G1333
m11n106,S1529,-7,0,"G1336, G1332"
m11n106,S1530,-7,0,"G1334, G1333, G1335, G1337"
m11n106,S1532,-7,2,G1336
m11n106,S1533,-7,2,G1335
m11n106,S1534,-7,2,G1337
11n107,S297,-11,-2,G347
11n107,S298,-11,0,"G348, G347"
11n107,S299,-11,2,G348
m11n107,S1535,-1,-2,"G1339, G1338"
m11n107,S1536,-1,0,"G1340, G1339, G1338, G1341"
m11n107,S1537,-1,2,"G1340, G1341"
11n110,S302,-8,-3,"G2332, G2334"
11n110,S303,-8,-3,"G1928, G1927"
11n110,S304,-8,-3,"G2333, G2331"
11n110,S305,-8,-3,"G1925, G1926"
11n110,S300,-8,-1,"G1930, G1939, G1943, G1944, G1932, G1935, G1928, G1941, G1940, G1927, G1942, G1925, G1938, G1931, G1937, G1929, G1926, G1933, G1934, G1936"
11n110,S301,-8,-1,"G2348, G2347, G2346, G2338, G2337, G2335, G2336, G2331, G2344, G2342, G2350, G2339, G2333, G2343, G2349, G2345, G2334, G2332, G2341, G2340"
11n110,S306,-8,1,"G2348, G2347, G2352, G2346, G2338, G2337, G2335, G2336, G2351, G2354, G2344, G2342, G2350, G2339, G2353, G2343, G2349, G2345, G2341, G2340"
11n110,S307,-8,1,"G1930, G1945, G1939, G1943, G1944, G1932, G1935, G1948, G1941, G1947, G1940, G1942, G1938, G1931, G1946, G1937, G1929, G1933, G1934, G1936"
11n110,S308,-8,3,"G1946, G1945"
11n110,S309,-8,3,"G1948, G1947"
11n110,S310,-8,3,"G2351, G2354"
11n110,S311,-8,3,"G2352, G2353"
m11n110,S1538,-4,-1,"G2128, G2127"
m11n110,S1539,-4,-1,"G2533, G2534"
m11n110,S1540,-4,1,"G2533, G2534"
m11n110,S1541,-4,1,"G2128, G2127"
11n111,S313,-10,-3,G349
11n111,S312,-10,-1,"G353, G350, G351, G352, G349"
11n111,S314,-10,1,"G353, G350, G351, G352, G354"
11n111,S315,-10,3,G354
m11n111,S1542,-2,-1,G1343
m11n111,S1543,-2,-1,G1342
m11n111,S1544,-2,1,G1343
m11n111,S1545,-2,1,G1342
11n116,S316,-4,-1,"G1950, G1949"
11n116,S317,-4,-1,"G2355, G2356"
11n116,S318,-4,1,"G1950, G1949"
11n116,S319,-4,1,"G2355, G2356"
m11n116,S1546,-8,-1,"G2130, G2129"
m11n116,S1547,-8,-1,"G2535, G2536"
m11n116,S1548,-8,1,"G2535, G2536"
m11n116,S1549,-8,1,"G2130, G2129"
11n117,S320,-8,-1,"G355, G356"
11n117,S321,-8,1,"G355, G356"
m11n117,S1550,-4,-1,"G1350, G1351, G1347, G1352, G1346"
m11n117,S1551,-4,-1,"G1348, G1349, G1345, G1353, G1344"
m11n117,S1552,-4,1,"G1348, G1350, G1345, G1347, G1352"
m11n117,S1553,-4,1,"G1349, G1353, G1344, G1351, G1346"
11n122,S331,0,-1,G1951
11n122,S332,0,-1,G2357
11n122,S333,0,1,G1951
11n122,S334,0,1,G2357
m11n122,S1562,-12,-3,"G2133, G2132"
m11n122,S1563,-12,-3,G2131
m11n122,S1564,-12,-3,G2539
m11n122,S1565,-12,-3,"G2537, G2538"
m11n122,S1560,-12,-1,"G2132, G2131, G2134, G2133, G2135"
m11n122,S1561,-12,-1,"G2537, G2541, G2538, G2539, G2540"
m11n122,S1566,-12,1,"G2544, G2542, G2540, G2541, G2543"
m11n122,S1567,-12,1,"G2138, G2137, G2134, G2136, G2135"
m11n122,S1568,-12,3,"G2542, G2543"
m11n122,S1569,-12,3,G2137
m11n122,S1570,-12,3,"G2136, G2138"
m11n122,S1571,-12,3,G2544
11n126,S336,-16,-3,G357
11n126,S335,-16,-1,G357
11n126,S337,-16,1,G358
11n126,S338,-16,3,G358
m11n126,S1572,4,-1,"G1354, G1356, G1355"
m11n126,S1573,4,1,"G1354, G1356, G1355"
11n132,S339,-3,-2,G375
11n132,S340,-3,-2,G376
11n132,S341,-3,-2,G377
11n132,S342,-3,-2,G378
11n132,S343,-3,0,"G378, G380"
11n132,S344,-3,0,"G381, G377"
11n132,S345,-3,0,"G376, G379"
11n132,S347,-3,0,"G375, G382"
11n132,S349,-3,2,G380
11n132,S350,-3,2,G382
11n132,S351,-3,2,G381
11n132,S352,-3,2,G379
m11n132,S1574,-9,-2,G1361
m11n132,S1575,-9,-2,G1364
m11n132,S1576,-9,-2,G1365
m11n132,S1577,-9,-2,G1363
m11n132,S1578,-9,-2,G1366
m11n132,S1579,-9,-2,G1362
m11n132,S1580,-9,0,"G1363, G1367"
m11n132,S1581,-9,0,"G1371, G1361"
m11n132,S1582,-9,0,"G1372, G1365, G1366, G1368"
m11n132,S1583,-9,0,"G1369, G1370, G1362, G1364"
m11n132,S1584,-9,2,G1372
m11n132,S1585,-9,2,G1369
m11n132,S1586,-9,2,G1371
m11n132,S1587,-9,2,G1368
m11n132,S1588,-9,2,G1367
m11n132,S1589,-9,2,G1370
11n133,S353,-11,-2,G383
11n133,S354,-11,0,"G383, G384"
11n133,S355,-11,2,G384
m11n133,S1590,-1,-2,G1373
m11n133,S1591,-1,0,"G1374, G1373"
m11n133,S1592,-1,2,G1374
11n134,S356,0,-1,"G2359, G2358"
11n134,S357,0,-1,"G1953, G1952"
11n134,S358,0,1,"G1953, G1952"
11n134,S359,0,1,"G2359, G2358"
m11n134,S1595,-12,-3,"G2142, G2140"
m11n134,S1596,-12,-3,"G2546, G2545"
m11n134,S1597,-12,-3,G2547
m11n134,S1598,-12,-3,G2141
m11n134,S1599,-12,-3,G2548
m11n134,S1600,-12,-3,G2139
m11n134,S1593,-12,-1,"G2154, G2153, G2146, G2140, G2145, G2148, G2152, G2147, G2139, G2141, G2143, G2142, G2144, G2150, G2151, G2149"
m11n134,S1594,-12,-1,"G2546, G2557, G2549, G2550, G2556, G2559, G2560, G2545, G2548, G2558, G2547, G2552, G2551, G2555, G2553, G2554"
m11n134,S1601,-12,1,"G2154, G2153, G2156, G2155, G2145, G2146, G2157, G2148, G2152, G2158, G2147, G2143, G2144, G2150, G2151, G2149"
m11n134,S1602,-12,1,"G2562, G2557, G2549, G2550, G2556, G2559, G2560, G2561, G2558, G2563, G2564, G2552, G2551, G2555, G2553, G2554"
m11n134,S1603,-12,3,G2156
m11n134,S1604,-12,3,"G2157, G2155"
m11n134,S1605,-12,3,"G2562, G2564"
m11n134,S1606,-12,3,G2563
m11n134,S1607,-12,3,G2158
m11n134,S1608,-12,3,G2561
11n135,S360,-12,-1,"G386, G385"
11n135,S363,-12,1,"G386, G385"
m11n135,S1609,0,-1,"G1376, G1375"
m11n135,S1610,0,1,"G1376, G1375"
11n138,S365,-6,-3,G387
11n138,S364,-6,-1,"G388, G387, G389"
11n138,S366,-6,1,"G388, G390, G389"
11n138,S367,-6,3,G390
